"","X","fragment.ID.full","Intercept","umol.L.sec","Temp.C","fragment.ID","species","genotype","chamber.channel","run","temp.Cat","start.time","stop.time","light_dark","treatment","surf.area.cm2","volume","block","chl.ugcm2","chlA.ug.sample","umol.sec","BLANK","blank.rate","umol.sec.corr","umol.chl.ug.hr","Rate.ln"
"606",606,"PV2_L_37_O2",157.092572240896,-0.00014254901960781,36.7722040816327,"PV2_L","P. verrucosa","2",2,"L2",37,2021-03-24 04:38:00,2021-03-24 04:58:00,"light","enriched",70.27,0.605,1,1.973041625,1.748553333,-8.62421568627251e-05,"0",-0.00131406137253441,0.00122781921567168,2.52788925164461,0.966180958046636
"607",607,"PV23_L_37_O2",143.536355263158,-0.00849039829302982,36.7618775510204,"PV23_L","P. verrucosa","23",10,"L2",37,2021-03-24 04:38:00,2021-03-24 04:58:00,"light","control",68.05,0.615,6,1.131603404,1.526686667,-0.00522159495021334,"0",-0.00131406137253441,-0.00390753357767893,-9.21415060713578,NA
"608",608,"PV25_L_37_O2",152.153838545757,-0.0101346798550287,36.8182244897959,"PV25_L","P. verrucosa","25",1,"L2",37,2021-03-24 04:38:00,2021-03-24 04:58:00,"light","control",67.38,0.605,7,1.462466532,2.2658,-0.00613148131229236,"0",-0.00131406137253441,-0.00481741993975795,-7.65412295133226,NA
"609",609,"PV7_L_37_O2",157.832714901501,0.00020292213883678,36.5903673469388,"PV7_L","P. verrucosa","7",5,"L2",37,2021-03-24 04:38:00,2021-03-24 04:58:00,"light","enriched",57.19,0.62,2,0.777062914,0.782243333,0.000125811726078804,"0",-0.00131406137253441,0.00143987309861321,6.62650985484023,1.90605641401936
"612",612,"PV10_L_20_O2",223.061647495895,0.020219499178982,20.2497142857143,"PV10_L","P. verrucosa","10",10,"L3",20,2021-03-24 11:57:00,2021-03-24 12:17:00,"light","enriched",65.63,0.62,3,2.162370107,2.250466667,0.0125360894909688,"0",-0.00076778728876967,0.0133038767797385,21.2817888437797,3.06253957112302
"613",613,"PV18_L_20_O2",193.618766435059,0.00634014115329896,20.3711428571429,"PV18_L","P. verrucosa","18",3,"L3",20,2021-03-24 11:57:00,2021-03-24 12:17:00,"light","control",98.99,0.595,5,1.070591979,1.36441,0.00377238398621288,"0",-0.00076778728876967,0.00454017127498255,11.9792559347536,2.49148959580447
"614",614,"PV20_L_20_O2",230.47689182266,0.0106126108374384,20.130387755102,"PV20_L","P. verrucosa","20",5,"L3",20,2021-03-24 11:57:00,2021-03-24 12:17:00,"light","control",69.21,0.615,5,1.034174348,1.00365,0.00652675566502462,"0",-0.00076778728876967,0.00729454295379429,26.1648529204996,3.26823165456156
"615",615,"PV22_L_20_O2",244.359699851444,0.0119864516651811,20.300612244898,"PV22_L","P. verrucosa","22",8,"L3",20,2021-03-24 11:57:00,2021-03-24 12:17:00,"light","control",69.65,0.62,6,1.751621862,1.8609,0.00743160003241228,"0",-0.00076778728876967,0.00819938732118195,15.8621066990462,2.77021758199771
"616",616,"PV24_L_20_O2",233.315620771757,0.0133964696223318,20.2529183673469,"PV24_L","P. verrucosa","24",4,"L3",20,2021-03-24 11:57:00,2021-03-24 12:17:00,"light","control",80.86,0.59,6,1.911890625,2.175306667,0.00790391707717576,"0",-0.00076778728876967,0.00867170436594543,14.3511423887911,2.67077346948134
"617",617,"PV4_L_20_O2",220.445904005602,0.0130775070028012,20.3405714285714,"PV4_L","P. verrucosa","4",7,"L3",20,2021-03-24 11:57:00,2021-03-24 12:17:00,"light","enriched",89.19,0.61,1,2.487501168,2.103013333,0.00797727927170873,"0",-0.00076778728876967,0.0087450665604784,14.9700618268606,2.71271011527502
"618",618,"PV5_L_20_O2",233.168444290689,0.019538663856305,20.3179591836735,"PV5_L","P. verrucosa","5",1,"L3",20,2021-03-24 11:57:00,2021-03-24 12:17:00,"light","enriched",60.59,0.585,2,1.297819663,1.073633333,0.0114301183559384,"0",-0.00076778728876967,0.0121979056447081,40.9007982252626,3.71359153542363
"619",619,"PV9_L_20_O2",233.764211615385,0.00907607692307698,20.0914285714286,"PV9_L","P. verrucosa","9",2,"L3",20,2021-03-24 11:57:00,2021-03-24 12:17:00,"light","enriched",59.9,0.61,3,2.693972533,1.881656667,0.00553640692307696,"0",-0.00076778728876967,0.00630419421184663,12.0612328277887,2.49825325526323
"622",622,"PV10_L_22_O2",224.441558568548,0.0227337701612904,22.0837755102041,"PV10_L","P. verrucosa","10",10,"L3",22,2021-03-24 12:35:00,2021-03-24 12:55:00,"light","enriched",65.63,0.62,3,2.162370107,2.250466667,0.0140949375,"0",-0.00127871778068115,0.0153736552806812,24.5927477273994,3.20650958624549
"623",623,"PV18_L_22_O2",198.316645939511,0.0144169948519948,22.2338571428571,"PV18_L","P. verrucosa","18",3,"L3",22,2021-03-24 12:35:00,2021-03-24 12:55:00,"light","control",98.99,0.595,5,1.070591979,1.36441,0.00857811193693691,"0",-0.00127871778068115,0.00985682971761805,26.0072756601205,3.2622140364062
"624",624,"PV20_L_22_O2",225.128335958747,0.0142551795263561,22.198693877551,"PV20_L","P. verrucosa","20",5,"L3",22,2021-03-24 12:35:00,2021-03-24 12:55:00,"light","control",69.21,0.615,5,1.034174348,1.00365,0.008766935408709,"0",-0.00127871778068115,0.0100456531893901,36.0328316462956,3.58720191591343
"625",625,"PV22_L_22_O2",241.681949817073,0.0143428658536586,22.2049387755102,"PV22_L","P. verrucosa","22",8,"L3",22,2021-03-24 12:35:00,2021-03-24 12:55:00,"light","control",69.65,0.62,6,1.751621862,1.8609,0.00889257682926833,"0",-0.00127871778068115,0.0101712946099495,19.6768556052545,2.98451234516819
"626",626,"PV24_L_22_O2",232.13155936943,0.0167037767379679,22.1466530612245,"PV24_L","P. verrucosa","24",4,"L3",22,2021-03-24 12:35:00,2021-03-24 12:55:00,"light","control",80.86,0.59,6,1.911890625,2.175306667,0.00985522827540106,"0",-0.00127871778068115,0.0111339460560822,18.4260023701274,2.91917527876702
"627",627,"PV4_L_22_O2",215.763037342342,0.0301967631917632,22.2052244897959,"PV4_L","P. verrucosa","4",7,"L3",22,2021-03-24 12:35:00,2021-03-24 12:55:00,"light","enriched",89.19,0.61,1,2.487501168,2.103013333,0.0184200255469756,"0",-0.00127871778068115,0.0196987433276567,33.7208874840567,3.52107858452344
"628",628,"PV5_L_22_O2",231.8926197489,0.0297754123900294,22.2627755102041,"PV5_L","P. verrucosa","5",1,"L3",22,2021-03-24 12:35:00,2021-03-24 12:55:00,"light","enriched",60.59,0.585,2,1.297819663,1.073633333,0.0174186162481672,"0",-0.00127871778068115,0.0186973340288483,62.6940319706468,4.13986003664375
"629",629,"PV9_L_22_O2",231.7461418411,0.0176312681436211,22.2263673469388,"PV9_L","P. verrucosa","9",2,"L3",22,2021-03-24 12:35:00,2021-03-24 12:55:00,"light","enriched",59.9,0.61,3,2.693972533,1.881656667,0.0107550735676089,"0",-0.00127871778068115,0.01203379134829,23.0231421138658,3.14083393914896
"632",632,"PV10_L_24_O2",214.980680362903,0.0218083467741936,24.1124285714286,"PV10_L","P. verrucosa","10",10,"L3",24,2021-03-24 01:08:00,2021-03-24 01:28:00,"light","enriched",65.63,0.62,3,2.162370107,2.250466667,0.013521175,"0",-0.0014174874036554,0.0149386624036554,23.8969034475193,3.17792479900373
"633",633,"PV18_L_24_O2",193.283754115385,0.0162612692307691,24.2751632653061,"PV18_L","P. verrucosa","18",3,"L3",24,2021-03-24 01:08:00,2021-03-24 01:28:00,"light","control",98.99,0.595,5,1.070591979,1.36441,0.00967545519230761,"0",-0.0014174874036554,0.011092942595963,29.2687633082921,3.37993163701354
"634",634,"PV20_L_24_O2",220.276512352462,0.0174335164835165,24.0522040816327,"PV20_L","P. verrucosa","20",5,"L3",24,2021-03-24 01:08:00,2021-03-24 01:28:00,"light","control",69.21,0.615,5,1.034174348,1.00365,0.0107216126373626,"0",-0.0014174874036554,0.012139100041018,43.5418324591889,3.77601615044052
"635",635,"PV22_L_24_O2",230.514710812013,0.015128787541713,24.1971836734694,"PV22_L","P. verrucosa","22",8,"L3",24,2021-03-24 01:08:00,2021-03-24 01:28:00,"light","control",69.65,0.62,6,1.751621862,1.8609,0.00937984827586206,"0",-0.0014174874036554,0.0107973356795175,20.8879619787538,3.04394903425211
"636",636,"PV24_L_24_O2",219.431534438009,0.0182600707850707,24.1887142857143,"PV24_L","P. verrucosa","24",4,"L3",24,2021-03-24 01:08:00,2021-03-24 01:28:00,"light","control",80.86,0.59,6,1.911890625,2.175306667,0.0107734417631917,"0",-0.0014174874036554,0.0121909291668471,20.175245020131,3.00940068476846
"637",637,"PV4_L_24_O2",212.529228273491,0.0302583575248283,24.2491836734694,"PV4_L","P. verrucosa","4",7,"L3",24,2021-03-24 01:08:00,2021-03-24 01:28:00,"light","enriched",89.19,0.61,1,2.487501168,2.103013333,0.0184575980901453,"0",-0.0014174874036554,0.0198750854938007,34.0227551841595,3.52996446919221
"638",638,"PV5_L_24_O2",223.922622623338,0.0304012290862291,24.1824897959184,"PV5_L","P. verrucosa","5",1,"L3",24,2021-03-24 01:08:00,2021-03-24 01:28:00,"light","enriched",60.59,0.585,2,1.297819663,1.073633333,0.017784719015444,"0",-0.0014174874036554,0.0192022064190994,64.3869196158405,4.16646240658207
"639",639,"PV9_L_24_O2",226.533601985994,0.0207290130211183,24.0601428571429,"PV9_L","P. verrucosa","9",2,"L3",24,2021-03-24 01:08:00,2021-03-24 01:28:00,"light","enriched",59.9,0.61,3,2.693972533,1.881656667,0.0126446979428822,"0",-0.0014174874036554,0.0140621853465376,26.9038811040097,3.29598060026702
"642",642,"PV10_L_28_O2",189.880508217865,0.0208089903573455,28.07214,"PV10_L","P. verrucosa","10",10,"L3",28,2021-03-24 01:53:00,2021-03-24 02:13:00,"light","enriched",65.63,0.62,3,2.162370107,2.250466667,0.0129015740215542,"0",-0.00137336184051305,0.0142749358620673,22.8351611943436,3.13267115633678
"643",643,"PV18_L_28_O2",173.925710030612,0.0227046632653061,28.13016,"PV18_L","P. verrucosa","18",3,"L3",28,2021-03-24 01:53:00,2021-03-24 02:13:00,"light","control",98.99,0.595,5,1.070591979,1.36441,0.0135092746428571,"0",-0.00137336184051305,0.0148826364833702,39.2678823375178,3.67295031477435
"644",644,"PV20_L_28_O2",199.766477268907,0.0231157282913166,27.92272,"PV20_L","P. verrucosa","20",5,"L3",28,2021-03-24 01:53:00,2021-03-24 02:13:00,"light","control",69.21,0.615,5,1.034174348,1.00365,0.0142161728991597,"0",-0.00137336184051305,0.0155895347396728,55.9182235468758,4.02567705827732
"645",645,"PV22_L_28_O2",214.835139331437,0.021082574679943,28.01506,"PV22_L","P. verrucosa","22",8,"L3",28,2021-03-24 01:53:00,2021-03-24 02:13:00,"light","control",69.65,0.62,6,1.751621862,1.8609,0.0130711963015647,"0",-0.00137336184051305,0.0144445581420777,27.9436881678111,3.33376358589234
"646",646,"PV24_L_28_O2",201.333704508152,0.0218247620089725,27.9894,"PV24_L","P. verrucosa","24",4,"L3",28,2021-03-24 01:53:00,2021-03-24 02:13:00,"light","control",80.86,0.59,6,1.911890625,2.175306667,0.0128766095852938,"0",-0.00137336184051305,0.0142499714258068,23.5828345084112,3.16475050337639
"647",647,"PV4_L_28_O2",191.91855997537,0.0382134236453202,28.14626,"PV4_L","P. verrucosa","4",7,"L3",28,2021-03-24 01:53:00,2021-03-24 02:13:00,"light","enriched",89.19,0.61,1,2.487501168,2.103013333,0.0233101884236453,"0",-0.00137336184051305,0.0246835502641584,42.2540264279771,3.7460634916195
"648",648,"PV5_L_28_O2",199.771151081175,0.0289192240980573,28.0282,"PV5_L","P. verrucosa","5",1,"L3",28,2021-03-24 01:53:00,2021-03-24 02:13:00,"light","enriched",60.59,0.585,2,1.297819663,1.073633333,0.0169177460973635,"0",-0.00137336184051305,0.0182911079378766,61.3319152381008,4.11792949225943
"649",649,"PV9_L_28_O2",202.540170365102,0.0179623992413466,28.0875714285714,"PV9_L","P. verrucosa","9",2,"L3",28,2021-03-24 01:53:00,2021-03-24 02:13:00,"light","enriched",59.9,0.61,3,2.693972533,1.881656667,0.0109570635372214,"0",-0.00137336184051305,0.0123304253777345,23.5906646192879,3.16508107262258
"652",652,"PV10_L_30_O2",187.217539230769,0.0215369418386492,30.0192448979592,"PV10_L","P. verrucosa","10",10,"L3",30,2021-03-24 02:28:00,2021-03-24 02:48:00,"light","enriched",65.63,0.62,3,2.162370107,2.250466667,0.0133529039399625,"0",-0.00147736499089669,0.0148302689308592,23.7235098541867,3.17067290211461
"653",653,"PV18_L_30_O2",168.752867269889,0.0202326376040703,30.16,"PV18_L","P. verrucosa","18",3,"L3",30,2021-03-24 02:28:00,2021-03-24 02:48:00,"light","control",98.99,0.595,5,1.070591979,1.36441,0.0120384193744218,"0",-0.00147736499089669,0.0135157843653185,35.6614388014942,3.57687018443702
"654",654,"PV20_L_30_O2",192.96031376592,0.0165117061923584,29.9070204081633,"PV20_L","P. verrucosa","20",5,"L3",30,2021-03-24 02:28:00,2021-03-24 02:48:00,"light","control",69.21,0.615,5,1.034174348,1.00365,0.0101546993083004,"0",-0.00147736499089669,0.0116320642991971,41.7231420087776,3.73344982290415
"655",655,"PV22_L_30_O2",204.132689957717,0.0173465871337964,30.0832653061224,"PV22_L","P. verrucosa","22",8,"L3",30,2021-03-24 02:28:00,2021-03-24 02:48:00,"light","control",69.65,0.62,6,1.751621862,1.8609,0.0107548840229538,"0",-0.00147736499089669,0.0122322490138505,23.6638704120918,3.16816637736012
"656",656,"PV24_L_30_O2",194.869631226873,0.0209216177150787,30.0785714285714,"PV24_L","P. verrucosa","24",4,"L3",30,2021-03-24 02:28:00,2021-03-24 02:48:00,"light","control",80.86,0.59,6,1.911890625,2.175306667,0.0123437544518964,"0",-0.00147736499089669,0.0138211194427931,22.8731106049864,3.13432442786277
"657",657,"PV4_L_30_O2",186.285803306754,0.0346768996247654,30.1071020408163,"PV4_L","P. verrucosa","4",7,"L3",30,2021-03-24 02:28:00,2021-03-24 02:48:00,"light","enriched",89.19,0.61,1,2.487501168,2.103013333,0.0211529087711069,"0",-0.00147736499089669,0.0226302737620036,38.7391673960504,3.65942920642843
"658",658,"PV5_L_30_O2",194.821287715192,0.0267273859861069,30.1178775510204,"PV5_L","P. verrucosa","5",1,"L3",30,2021-03-24 02:28:00,2021-03-24 02:48:00,"light","enriched",60.59,0.585,2,1.297819663,1.073633333,0.0156355208018725,"0",-0.00147736499089669,0.0171128857927692,57.3812184852957,4.05145825940813
"659",659,"PV9_L_30_O2",195.79154550279,0.0242839096181202,30.0725510204082,"PV9_L","P. verrucosa","9",2,"L3",30,2021-03-24 02:28:00,2021-03-24 02:48:00,"light","enriched",59.9,0.61,3,2.693972533,1.881656667,0.0148131848670533,"0",-0.00147736499089669,0.01629054985795,31.1672052171567,3.44256979162505
"662",662,"PV10_L_32_O2",179.554002150786,0.0182901711378353,31.8951224489796,"PV10_L","P. verrucosa","10",10,"L3",32,2021-03-24 03:02:00,2021-03-24 03:22:00,"light","enriched",65.63,0.62,3,2.162370107,2.250466667,0.0113399061054579,"0",-0.00143035085865304,0.0127702569641109,20.4281741849053,3.02179829307234
"663",663,"PV18_L_32_O2",159.899828729571,0.0193807061362936,32.0074897959184,"PV18_L","P. verrucosa","18",3,"L3",32,2021-03-24 03:02:00,2021-03-24 03:22:00,"light","control",98.99,0.595,5,1.070591979,1.36441,0.0115315201510947,"0",-0.00143035085865304,0.0129618710097477,34.1999367016453,3.53514350873711
"664",664,"PV20_L_32_O2",183.98007630863,0.0152011772983114,31.8206326530612,"PV20_L","P. verrucosa","20",5,"L3",32,2021-03-24 03:02:00,2021-03-24 03:22:00,"light","control",69.21,0.615,5,1.034174348,1.00365,0.00934872403846151,"0",-0.00143035085865304,0.0107790748971146,38.6635476805783,3.65748031226069
"665",665,"PV22_L_32_O2",196.391420662021,0.0168580836236934,31.9745510204082,"PV22_L","P. verrucosa","22",8,"L3",32,2021-03-24 03:02:00,2021-03-24 03:22:00,"light","control",69.65,0.62,6,1.751621862,1.8609,0.0104520118466899,"0",-0.00143035085865304,0.011882362705343,22.9869986239103,3.13926962894566
"666",666,"PV24_L_32_O2",182.859766027875,0.0162966898954703,31.9676326530612,"PV24_L","P. verrucosa","24",4,"L3",32,2021-03-24 03:02:00,2021-03-24 03:22:00,"light","control",80.86,0.59,6,1.911890625,2.175306667,0.00961504703832748,"0",-0.00143035085865304,0.0110453978969805,18.2794605617461,2.91123376729914
"667",667,"PV4_L_32_O2",179.654173552632,0.0327106578947369,31.9473265306122,"PV4_L","P. verrucosa","4",7,"L3",32,2021-03-24 03:02:00,2021-03-24 03:22:00,"light","enriched",89.19,0.61,1,2.487501168,2.103013333,0.0199535013157895,"0",-0.00143035085865304,0.0213838521744426,36.605506308501,3.60292677946028
"668",668,"PV5_L_32_O2",187.33310230444,0.0257948766737138,31.9735918367347,"PV5_L","P. verrucosa","5",1,"L3",32,2021-03-24 03:02:00,2021-03-24 03:22:00,"light","enriched",60.59,0.585,2,1.297819663,1.073633333,0.0150900028541226,"0",-0.00143035085865304,0.0165203537127756,55.3943991286197,4.01628209905852
"669",669,"PV9_L_32_O2",186.60887115722,0.0148397064777328,31.9387959183673,"PV9_L","P. verrucosa","9",2,"L3",32,2021-03-24 03:02:00,2021-03-24 03:22:00,"light","enriched",59.9,0.61,3,2.693972533,1.881656667,0.00905222095141701,"0",-0.00143035085865304,0.0104825718100701,20.0553369687884,3.00346911529756
"672",672,"PV10_L_34_O2",166.562910490196,0.0170858683473389,33.8941020408163,"PV10_L","P. verrucosa","10",10,"L3",34,2021-03-24 03:43:00,2021-03-24 04:03:00,"light","enriched",65.63,0.62,3,2.162370107,2.250466667,0.0105932383753501,"0",-0.00134567270739764,0.0119389110827478,19.098296601383,2.95482155642003
"673",673,"PV18_L_34_O2",148.992428270264,0.012921485292926,34.0230204081633,"PV18_L","P. verrucosa","18",3,"L3",34,2021-03-24 03:43:00,2021-03-24 04:03:00,"light","control",98.99,0.595,5,1.070591979,1.36441,0.00768828374929097,"0",-0.00134567270739764,0.00903395645668861,23.8361220190991,3.17538869950213
"674",674,"PV20_L_34_O2",171.638539216545,0.0128740671845934,33.7774285714286,"PV20_L","P. verrucosa","20",5,"L3",34,2021-03-24 03:43:00,2021-03-24 04:03:00,"light","control",69.21,0.615,5,1.034174348,1.00365,0.00791755131852494,"0",-0.00134567270739764,0.00926322402592258,33.2263303874072,3.50634778687054
"675",675,"PV22_L_34_O2",181.688153338426,0.00956216959511083,33.9076734693878,"PV22_L","P. verrucosa","22",8,"L3",34,2021-03-24 03:43:00,2021-03-24 04:03:00,"light","control",69.65,0.62,6,1.751621862,1.8609,0.00592854514896871,"0",-0.00134567270739764,0.00727421785636635,14.0723221467671,2.65129091795904
"676",676,"PV24_L_34_O2",173.368002691236,0.0158864931610942,33.9510612244898,"PV24_L","P. verrucosa","24",4,"L3",34,2021-03-24 03:43:00,2021-03-24 04:03:00,"light","control",80.86,0.59,6,1.911890625,2.175306667,0.00937303096504558,"0",-0.00134567270739764,0.0107187036724432,17.7388015244821,2.88137594577428
"677",677,"PV4_L_34_O2",171.440161344239,0.0268863086770981,33.9805306122449,"PV4_L","P. verrucosa","4",7,"L3",34,2021-03-24 03:43:00,2021-03-24 04:03:00,"light","enriched",89.19,0.61,1,2.487501168,2.103013333,0.0164006482930298,"0",-0.00134567270739764,0.0177463210004275,30.3786735913856,3.41702721252855
"678",678,"PV5_L_34_O2",172.912490997919,0.019733678307123,34.0170612244898,"PV5_L","P. verrucosa","5",1,"L3",34,2021-03-24 03:43:00,2021-03-24 04:03:00,"light","enriched",60.59,0.585,2,1.297819663,1.073633333,0.011544201809667,"0",-0.00134567270739764,0.0128898745170646,43.2210390969973,3.76863840838707
"679",679,"PV9_L_34_O2",174.607086896552,0.0128993103448276,33.9465102040816,"PV9_L","P. verrucosa","9",2,"L3",34,2021-03-24 03:43:00,2021-03-24 04:03:00,"light","enriched",59.9,0.61,3,2.693972533,1.881656667,0.00786857931034484,"0",-0.00134567270739764,0.00921425201774247,17.6287777922628,2.87518918326349
"682",682,"PV10_L_36_O2",153.286361285651,0.00725725267379671,36.0263265306122,"PV10_L","P. verrucosa","10",10,"L3",36,2021-03-24 04:18:00,2021-03-24 04:38:00,"light","enriched",65.63,0.62,3,2.162370107,2.250466667,0.00449949665775396,"0",-0.00156796331027754,0.0060674599680315,9.70592286711413,2.28298657731131
"683",683,"PV18_L_36_O2",138.179517389006,-0.00124994714587736,36.1488571428571,"PV18_L","P. verrucosa","18",3,"L3",36,2021-03-24 04:18:00,2021-03-24 04:38:00,"light","control",98.99,0.595,5,1.070591979,1.36441,-0.000743718551797029,"0",-0.00156796331027754,0.000824244758480514,2.17477234154679,0.821879977745849
"684",684,"PV20_L_36_O2",161.664250426743,0.00680220483641535,35.8797551020408,"PV20_L","P. verrucosa","20",5,"L3",36,2021-03-24 04:18:00,2021-03-24 04:38:00,"light","control",69.21,0.615,5,1.034174348,1.00365,0.00418335597439544,"0",-0.00156796331027754,0.00575131928467298,20.6294519252954,3.0315554873763
"685",685,"PV22_L_36_O2",166.448445354278,-0.0019052473262032,36.1038571428571,"PV22_L","P. verrucosa","22",8,"L3",36,2021-03-24 04:18:00,2021-03-24 04:38:00,"light","control",69.65,0.62,6,1.751621862,1.8609,-0.00118125334224598,"0",-0.00156796331027754,0.00038670996803156,0.74810891768156,-0.164746210775813
"686",686,"PV24_L_36_O2",159.969670282258,0.00456197580645159,36.0410204081633,"PV24_L","P. verrucosa","24",4,"L3",36,2021-03-24 04:18:00,2021-03-24 04:38:00,"light","control",80.86,0.59,6,1.911890625,2.175306667,0.00269156572580644,"0",-0.00156796331027754,0.00425952903608398,7.04926103639912,1.96700899981221
"687",687,"PV4_L_36_O2",150.821929307692,0.00979530769230766,36.0839591836735,"PV4_L","P. verrucosa","4",7,"L3",36,2021-03-24 04:18:00,2021-03-24 04:38:00,"light","enriched",89.19,0.61,1,2.487501168,2.103013333,0.00597513769230767,"0",-0.00156796331027754,0.00754310100258522,12.9125018768042,2.56591057817195
"688",688,"PV5_L_36_O2",159.454299869607,0.00912568752963481,36.1029591836735,"PV5_L","P. verrucosa","5",1,"L3",36,2021-03-24 04:18:00,2021-03-24 04:38:00,"light","enriched",60.59,0.585,2,1.297819663,1.073633333,0.00533852720483636,"0",-0.00156796331027754,0.00690649051511391,23.1581538037158,3.14665577178715
"689",689,"PV9_L_36_O2",162.217593650472,0.0045462955465587,36.0606734693878,"PV9_L","P. verrucosa","9",2,"L3",36,2021-03-24 04:18:00,2021-03-24 04:38:00,"light","enriched",59.9,0.61,3,2.693972533,1.881656667,0.00277324028340081,"0",-0.00156796331027754,0.00434120359367835,8.30562408718214,2.1289010159996
"692",692,"PV10_L_37_O2",122.225973109244,-0.00235070028011203,36.789625,"PV10_L","P. verrucosa","10",10,"L3",37,2021-03-24 04:56:00,2021-03-24 05:16:00,"light","enriched",65.63,0.62,3,2.162370107,2.250466667,-0.00145743417366946,"0",-0.00131406137253441,-0.000143372801135049,-0.229348913118639,NA
"693",693,"PV18_L_37_O2",124.323388477801,-0.0132341437632135,37.09325,"PV18_L","P. verrucosa","18",3,"L3",37,2021-03-24 04:56:00,2021-03-24 05:16:00,"light","control",98.99,0.595,5,1.070591979,1.36441,-0.00787431553911203,"0",-0.00131406137253441,-0.00656025416657762,-17.309250884763,NA
"694",694,"PV20_L_37_O2",149.21374035037,-0.0110408822849214,37.0242291666667,"PV20_L","P. verrucosa","20",5,"L3",37,2021-03-24 04:56:00,2021-03-24 05:16:00,"light","control",69.21,0.615,5,1.034174348,1.00365,-0.00679014260522666,"0",-0.00131406137253441,-0.00547608123269225,-19.6421984134829,NA
"695",695,"PV22_L_37_O2",154.20886119338,-0.00953889372822297,37.1302083333333,"PV22_L","P. verrucosa","22",8,"L3",37,2021-03-24 04:56:00,2021-03-24 05:16:00,"light","control",69.65,0.62,6,1.751621862,1.8609,-0.00591411411149824,"0",-0.00131406137253441,-0.00460005273896383,-8.89902190352507,NA
"696",696,"PV24_L_37_O2",147.734568669468,-0.0102812745098039,36.9145,"PV24_L","P. verrucosa","24",4,"L3",37,2021-03-24 04:56:00,2021-03-24 05:16:00,"light","control",80.86,0.59,6,1.911890625,2.175306667,-0.0060659519607843,"0",-0.00131406137253441,-0.00475189058824989,-7.86408940735325,NA
"697",697,"PV4_L_37_O2",139.246771420932,-0.00824873185637885,37.1425416666667,"PV4_L","P. verrucosa","4",7,"L3",37,2021-03-24 04:56:00,2021-03-24 05:16:00,"light","enriched",89.19,0.61,1,2.487501168,2.103013333,-0.0050317264323911,"0",-0.00131406137253441,-0.00371766505985669,-6.36400825685306,NA
"698",698,"PV5_L_37_O2",147.417938189618,-0.00234689832689835,36.9796875,"PV5_L","P. verrucosa","5",1,"L3",37,2021-03-24 04:56:00,2021-03-24 05:16:00,"light","enriched",60.59,0.585,2,1.297819663,1.073633333,-0.00137293552123553,"0",-0.00131406137253441,-5.8874148701125e-05,-0.197410911909578,NA
"699",699,"PV9_L_37_O2",150.14563705074,-0.00906622621564486,37.0881041666667,"PV9_L","P. verrucosa","9",2,"L3",37,2021-03-24 04:56:00,2021-03-24 05:16:00,"light","enriched",59.9,0.61,3,2.693972533,1.881656667,-0.00553039799154336,"0",-0.00131406137253441,-0.00421633661900895,-8.06672763136562,NA
"702",702,"PV12_L_20_O2",227.618985874191,0.0188039500462534,20.0743469387755,"PV12_L","P. verrucosa","12",NA,"L4",20,2021-03-24 11:55:00,2021-03-24 12:15:00,"light","enriched",56.64,0.62,3,1.798010682,1.927713333,0.0116584490286771,"0",-0.00076778728876967,0.0124262363174468,23.2059663524714,3.14870939442186
"703",703,"PV14_L_20_O2",235.05968703629,0.0233690120967741,20.2384583333333,"PV14_L","P. verrucosa","14",NA,"L4",20,2021-03-24 11:55:00,2021-03-24 12:15:00,"light","enriched",80.57,0.595,4,1.131342037,1.377946667,0.0139045621975806,"0",-0.00076778728876967,0.0146723494863503,38.3327304429417,3.64890945183014
"704",704,"PV15_L_20_O2",247.542485296167,0.025688919860627,20.2072040816327,"PV15_L","P. verrucosa","15",NA,"L4",20,2021-03-24 11:55:00,2021-03-24 12:15:00,"light","enriched",71.58,0.635,4,0.571370729,0.699823333,0.0163124641114981,"0",-0.00076778728876967,0.0170802514002678,87.863468023242,4.47692159218584
"705",705,"PV16_L_20_O2",215.324061896552,0.0239518965517241,20.4085102040816,"PV16_L","P. verrucosa","16",NA,"L4",20,2021-03-24 11:55:00,2021-03-24 12:15:00,"light","enriched",102.72,0.61,4,2.710425685,2.379033333,0.0146106568965517,"0",-0.00076778728876967,0.0153784441853214,23.2709640084547,3.15149439752692
"706",706,"PV26_L_20_O2",222.571113551811,0.00579420614946919,20.2394375,"PV26_L","P. verrucosa","26",NA,"L4",20,2021-03-24 11:55:00,2021-03-24 12:15:00,"light","control",52.77,0.6,7,0.760828098,0.771423333,0.00347652368968151,"0",-0.00076778728876967,0.00424431097845118,19.8069190660898,2.99106736306298
"707",707,"PV27_L_20_O2",228.415651637701,0.00596266711229948,20.1508979591837,"PV27_L","P. verrucosa","27",NA,"L4",20,2021-03-24 11:55:00,2021-03-24 12:15:00,"light","control",51.16,0.625,7,0.489498702,0.47485,0.00372666694518718,"0",-0.00076778728876967,0.00449445423395685,34.0739922970299,3.53146489562165
"708",708,"PV28_L_20_O2",191.983276141115,0.00130695993031349,20.1925714285714,"PV28_L","P. verrucosa","28",NA,"L4",20,2021-03-24 11:55:00,2021-03-24 12:15:00,"light","control",54.96,0.63,7,1.437701613,1.78275,0.000823384756097499,"0",-0.00076778728876967,0.00159117204486717,3.21313664929003,1.19789536885714
